#Angstrom	X	Y	Z
3900	0.00376964700000	0.00041461610000	0.01847260000000
3901	0.00383980600000	0.00042272770000	0.01881624000000
3902	0.00391126300000	0.00043099050000	0.01916627000000
3903	0.00398404200000	0.00043940680000	0.01952283000000
3904	0.00405816400000	0.00044797910000	0.01988602000000
3905	0.00413365200000	0.00045671010000	0.02025596000000
3906	0.00421053100000	0.00046560210000	0.02063276000000
3907	0.00428882200000	0.00047465780000	0.02101655000000
3908	0.00436855000000	0.00048387980000	0.02140744000000
3909	0.00444974000000	0.00049327080000	0.02180555000000
3910	0.00453241600000	0.00050283330000	0.02221101000000
3911	0.00461660300000	0.00051257000000	0.02262394000000
3912	0.00470232600000	0.00052248380000	0.02304447000000
3913	0.00478961100000	0.00053257720000	0.02347274000000
3914	0.00487848300000	0.00054285310000	0.02390886000000
3915	0.00496896900000	0.00055331430000	0.02435297000000
3916	0.00506109600000	0.00056396360000	0.02480521000000
3917	0.00515489000000	0.00057480390000	0.02526572000000
3918	0.00525037900000	0.00058583790000	0.02573462000000
3919	0.00534759100000	0.00059706870000	0.02621206000000
3920	0.00544655300000	0.00060849910000	0.02669819000000
3921	0.00554729400000	0.00062013210000	0.02719314000000
3922	0.00564984200000	0.00063197060000	0.02769706000000
3923	0.00575422800000	0.00064401770000	0.02821009000000
3924	0.00586047900000	0.00065627640000	0.02873239000000
3925	0.00596862600000	0.00066874970000	0.02926411000000
3926	0.00607869900000	0.00068144060000	0.02980540000000
3927	0.00619072900000	0.00069435240000	0.03035641000000
3928	0.00630474600000	0.00070748810000	0.03091731000000
3929	0.00642078200000	0.00072085070000	0.03148824000000
3930	0.00653886800000	0.00073444360000	0.03206937000000
3931	0.00665903600000	0.00074826980000	0.03266087000000
3932	0.00678131900000	0.00076233250000	0.03326289000000
3933	0.00690574900000	0.00077663500000	0.03387560000000
3934	0.00703235900000	0.00079118050000	0.03449917000000
3935	0.00716118300000	0.00080597220000	0.03513378000000
3936	0.00729225400000	0.00082101340000	0.03577958000000
3937	0.00742560700000	0.00083630730000	0.03643676000000
3938	0.00756127500000	0.00085185740000	0.03710549000000
3939	0.00769929400000	0.00086766680000	0.03778595000000
3940	0.00783969900000	0.00088373890000	0.03847832000000
3941	0.00798252600000	0.00090007700000	0.03918278000000
3942	0.00812781000000	0.00091668450000	0.03989952000000
3943	0.00827558800000	0.00093356470000	0.04062871000000
3944	0.00842589500000	0.00095072110000	0.04137054000000
3945	0.00857877000000	0.00096815680000	0.04212522000000
3946	0.00873424900000	0.00098587540000	0.04289291000000
3947	0.00889237100000	0.00100388000000	0.04367383000000
3948	0.00905317200000	0.00102217500000	0.04446816000000
3949	0.00921669100000	0.00104076200000	0.04527609000000
3950	0.00938296700000	0.00105964600000	0.04609784000000
3951	0.00955204000000	0.00107883000000	0.04693359000000
3952	0.00972394700000	0.00109831700000	0.04778355000000
3953	0.00989872800000	0.00111811000000	0.04864792000000
3954	0.01007642000000	0.00113821300000	0.04952691000000
3955	0.01025708000000	0.00115863000000	0.05042072000000
3956	0.01044072000000	0.00117936400000	0.05132957000000
3957	0.01062741000000	0.00120041700000	0.05225366000000
3958	0.01081716000000	0.00122179400000	0.05319321000000
3959	0.01101004000000	0.00124349800000	0.05414843000000
3960	0.01120608000000	0.00126553200000	0.05511953000000
3961	0.01140532000000	0.00128790000000	0.05610673000000
3962	0.01160781000000	0.00131060400000	0.05711025000000
3963	0.01181358000000	0.00133364800000	0.05813031000000
3964	0.01202268000000	0.00135703600000	0.05916713000000
3965	0.01223516000000	0.00138077100000	0.06022093000000
3966	0.01245105000000	0.00140485500000	0.06129194000000
3967	0.01267040000000	0.00142929200000	0.06238038000000
3968	0.01289325000000	0.00145408500000	0.06348648000000
3969	0.01311965000000	0.00147923800000	0.06461047000000
3970	0.01334965000000	0.00150475300000	0.06575257000000
3971	0.01358327000000	0.00153063300000	0.06691302000000
3972	0.01382058000000	0.00155688200000	0.06809204000000
3973	0.01406161000000	0.00158350300000	0.06928988000000
3974	0.01430641000000	0.00161049800000	0.07050676000000
3975	0.01455503000000	0.00163787100000	0.07174292000000
3976	0.01480750000000	0.00166562400000	0.07299859000000
3977	0.01506388000000	0.00169375900000	0.07427401000000
3978	0.01532421000000	0.00172228100000	0.07556941000000
3979	0.01558854000000	0.00175119200000	0.07688504000000
3980	0.01585690000000	0.00178049300000	0.07822113000000
3981	0.01612935000000	0.00181018900000	0.07957792000000
3982	0.01640594000000	0.00184028100000	0.08095565000000
3983	0.01668670000000	0.00187077200000	0.08235456000000
3984	0.01697169000000	0.00190166400000	0.08377489000000
3985	0.01726094000000	0.00193296000000	0.08521688000000
3986	0.01755451000000	0.00196466200000	0.08668077000000
3987	0.01785244000000	0.00199677200000	0.08816679000000
3988	0.01815478000000	0.00202929200000	0.08967520000000
3989	0.01846157000000	0.00206222500000	0.09120623000000
3990	0.01877286000000	0.00209557200000	0.09276013000000
3991	0.01908869000000	0.00212933500000	0.09433712000000
3992	0.01940910000000	0.00216351600000	0.09593746000000
3993	0.01973416000000	0.00219811600000	0.09756138000000
3994	0.02006389000000	0.00223313800000	0.09920911000000
3995	0.02039834000000	0.00226858300000	0.10088090000000
3996	0.02073756000000	0.00230445200000	0.10257700000000
3997	0.02108160000000	0.00234074600000	0.10429760000000
3998	0.02143049000000	0.00237746800000	0.10604300000000
3999	0.02178428000000	0.00241461700000	0.10781340000000
4000	0.02214302000000	0.00245219400000	0.10960900000000
4001	0.02250675000000	0.00249020200000	0.11143010000000
4002	0.02287551000000	0.00252864300000	0.11327690000000
4003	0.02324936000000	0.00256752100000	0.11514970000000
4004	0.02362835000000	0.00260683900000	0.11704870000000
4005	0.02401252000000	0.00264660200000	0.11897420000000
4006	0.02440193000000	0.00268681300000	0.12092640000000
4007	0.02479661000000	0.00272747600000	0.12290560000000
4008	0.02519663000000	0.00276859500000	0.12491210000000
4009	0.02560203000000	0.00281017300000	0.12694600000000
4010	0.02601285000000	0.00285221600000	0.12900770000000
4011	0.02642916000000	0.00289472700000	0.13109730000000
4012	0.02685099000000	0.00293771100000	0.13321520000000
4013	0.02727839000000	0.00298117100000	0.13536160000000
4014	0.02771142000000	0.00302511200000	0.13753680000000
4015	0.02815012000000	0.00306953900000	0.13974090000000
4016	0.02859454000000	0.00311445600000	0.14197420000000
4017	0.02904473000000	0.00315986700000	0.14423700000000
4018	0.02950073000000	0.00320577800000	0.14652960000000
4019	0.02996259000000	0.00325219200000	0.14885210000000
4020	0.03043036000000	0.00329911500000	0.15120470000000
4021	0.03090409000000	0.00334655200000	0.15358790000000
4022	0.03138382000000	0.00339450800000	0.15600170000000
4023	0.03186960000000	0.00344298800000	0.15844640000000
4024	0.03236147000000	0.00349199700000	0.16092220000000
4025	0.03285949000000	0.00354154000000	0.16342950000000
4026	0.03336369000000	0.00359162300000	0.16596830000000
4027	0.03387412000000	0.00364225200000	0.16853890000000
4028	0.03439083000000	0.00369343100000	0.17114160000000
4029	0.03491386000000	0.00374516700000	0.17377660000000
4030	0.03544325000000	0.00379746600000	0.17644410000000
4031	0.03597904000000	0.00385033300000	0.17914420000000
4032	0.03652129000000	0.00390377500000	0.18187730000000
4033	0.03707003000000	0.00395779800000	0.18464360000000
4034	0.03762530000000	0.00401240800000	0.18744310000000
4035	0.03818715000000	0.00406761100000	0.19027620000000
4036	0.03875561000000	0.00412341500000	0.19314310000000
4037	0.03933073000000	0.00417982600000	0.19604390000000
4038	0.03991254000000	0.00423685000000	0.19897880000000
4039	0.04050108000000	0.00429449500000	0.20194800000000
4040	0.04109640000000	0.00435276800000	0.20495170000000
4041	0.04169853000000	0.00441167700000	0.20799020000000
4042	0.04230750000000	0.00447122800000	0.21106350000000
4043	0.04292335000000	0.00453142900000	0.21417180000000
4044	0.04354612000000	0.00459228800000	0.21731530000000
4045	0.04417584000000	0.00465381300000	0.22049420000000
4046	0.04481255000000	0.00471601200000	0.22370860000000
4047	0.04545627000000	0.00477889400000	0.22695870000000
4048	0.04610705000000	0.00484246600000	0.23024470000000
4049	0.04676490000000	0.00490673700000	0.23356660000000
4050	0.04742986000000	0.00497171700000	0.23692460000000
4051	0.04810197000000	0.00503741200000	0.24031890000000
4052	0.04878122000000	0.00510382500000	0.24374950000000
4053	0.04946765000000	0.00517095600000	0.24721650000000
4054	0.05016125000000	0.00523880700000	0.25072010000000
4055	0.05086204000000	0.00530737800000	0.25426030000000
4056	0.05157002000000	0.00537666800000	0.25783710000000
4057	0.05228520000000	0.00544667700000	0.26145070000000
4058	0.05300758000000	0.00551740500000	0.26510100000000
4059	0.05373716000000	0.00558885100000	0.26878820000000
4060	0.05447394000000	0.00566101400000	0.27251230000000
4061	0.05521793000000	0.00573389300000	0.27627320000000
4062	0.05596910000000	0.00580748500000	0.28007110000000
4063	0.05672747000000	0.00588178900000	0.28390590000000
4064	0.05749301000000	0.00595680200000	0.28777760000000
4065	0.05826571000000	0.00603252300000	0.29168620000000
4066	0.05904556000000	0.00610894700000	0.29563170000000
4067	0.05983255000000	0.00618607300000	0.29961410000000
4068	0.06062666000000	0.00626389500000	0.30363330000000
4069	0.06142786000000	0.00634241000000	0.30768930000000
4070	0.06223612000000	0.00642161500000	0.31178200000000
4071	0.06305143000000	0.00650150300000	0.31591130000000
4072	0.06387376000000	0.00658207000000	0.32007720000000
4073	0.06470307000000	0.00666331100000	0.32427950000000
4074	0.06553932000000	0.00674521900000	0.32851820000000
4075	0.06638249000000	0.00682778900000	0.33279320000000
4076	0.06723252000000	0.00691101300000	0.33710420000000
4077	0.06808939000000	0.00699488600000	0.34145120000000
4078	0.06895304000000	0.00707939800000	0.34583400000000
4079	0.06982342000000	0.00716454300000	0.35025250000000
4080	0.07070048000000	0.00725031200000	0.35470640000000
4081	0.07158417000000	0.00733669700000	0.35919560000000
4082	0.07247443000000	0.00742368700000	0.36371980000000
4083	0.07337121000000	0.00751127400000	0.36827890000000
4084	0.07427442000000	0.00759944700000	0.37287270000000
4085	0.07518402000000	0.00768819600000	0.37750080000000
4086	0.07609993000000	0.00777750900000	0.38216300000000
4087	0.07702207000000	0.00786737600000	0.38685900000000
4088	0.07795037000000	0.00795778400000	0.39158860000000
4089	0.07888475000000	0.00804872100000	0.39635150000000
4090	0.07982513000000	0.00814017300000	0.40114730000000
4091	0.08077142000000	0.00823212800000	0.40597570000000
4092	0.08172353000000	0.00832457100000	0.41083640000000
4093	0.08268136000000	0.00841748800000	0.41572890000000
4094	0.08364483000000	0.00851086500000	0.42065300000000
4095	0.08461383000000	0.00860468400000	0.42560830000000
4096	0.08558825000000	0.00869893200000	0.43059430000000
4097	0.08656800000000	0.00879359000000	0.43561060000000
4098	0.08755295000000	0.00888864300000	0.44065680000000
4099	0.08854300000000	0.00898407200000	0.44573240000000
4100	0.08953803000000	0.00907986000000	0.45083690000000
4101	0.09053792000000	0.00917599000000	0.45597000000000
4102	0.09154264000000	0.00927245800000	0.46113140000000
4103	0.09255212000000	0.00936926000000	0.46632090000000
4104	0.09356633000000	0.00946639500000	0.47153830000000
4105	0.09458522000000	0.00956386100000	0.47678330000000
4106	0.09560876000000	0.00966165500000	0.48205580000000
4107	0.09663690000000	0.00975977600000	0.48735560000000
4108	0.09766959000000	0.00985822200000	0.49268240000000
4109	0.09870680000000	0.00995699100000	0.49803610000000
4110	0.09974848000000	0.01005608000000	0.50341640000000
4111	0.10079460000000	0.01015549000000	0.50882310000000
4112	0.10184510000000	0.01025523000000	0.51425610000000
4113	0.10289990000000	0.01035528000000	0.51971500000000
4114	0.10395910000000	0.01045565000000	0.52519960000000
4115	0.10502240000000	0.01055634000000	0.53070980000000
4116	0.10609010000000	0.01065735000000	0.53624540000000
4117	0.10716180000000	0.01075867000000	0.54180600000000
4118	0.10823780000000	0.01086031000000	0.54739150000000
4119	0.10931780000000	0.01096228000000	0.55300160000000
4120	0.11040190000000	0.01106456000000	0.55863610000000
4121	0.11148990000000	0.01116716000000	0.56429480000000
4122	0.11258200000000	0.01127008000000	0.56997750000000
4123	0.11367800000000	0.01137333000000	0.57568390000000
4124	0.11477780000000	0.01147690000000	0.58141370000000
4125	0.11588150000000	0.01158079000000	0.58716690000000
4126	0.11698910000000	0.01168501000000	0.59294300000000
4127	0.11810040000000	0.01178957000000	0.59874200000000
4128	0.11921540000000	0.01189445000000	0.60456360000000
4129	0.12033420000000	0.01199967000000	0.61040740000000
4130	0.12145660000000	0.01210522000000	0.61627340000000
4131	0.12258260000000	0.01221112000000	0.62216130000000
4132	0.12371220000000	0.01231736000000	0.62807080000000
4133	0.12484540000000	0.01242395000000	0.63400170000000
4134	0.12598200000000	0.01253089000000	0.63995380000000
4135	0.12712220000000	0.01263818000000	0.64592680000000
4136	0.12826580000000	0.01274584000000	0.65192050000000
4137	0.12941290000000	0.01285385000000	0.65793480000000
4138	0.13056330000000	0.01296224000000	0.66396930000000
4139	0.13171700000000	0.01307100000000	0.67002380000000
4140	0.13287410000000	0.01318014000000	0.67609820000000
4141	0.13403450000000	0.01328967000000	0.68219210000000
4142	0.13519820000000	0.01339958000000	0.68830540000000
4143	0.13636500000000	0.01350989000000	0.69443780000000
4144	0.13753510000000	0.01362061000000	0.70058910000000
4145	0.13870840000000	0.01373174000000	0.70675920000000
4146	0.13988480000000	0.01384328000000	0.71294770000000
4147	0.14106430000000	0.01395525000000	0.71915450000000
4148	0.14224690000000	0.01406765000000	0.72537930000000
4149	0.14343260000000	0.01418049000000	0.73162190000000
4150	0.14462140000000	0.01429377000000	0.73788220000000
4151	0.14581310000000	0.01440751000000	0.74415980000000
4152	0.14700780000000	0.01452170000000	0.75045390000000
4153	0.14820510000000	0.01463632000000	0.75676390000000
4154	0.14940490000000	0.01475137000000	0.76308880000000
4155	0.15060710000000	0.01486684000000	0.76942770000000
4156	0.15181150000000	0.01498271000000	0.77577990000000
4157	0.15301780000000	0.01509898000000	0.78214430000000
4158	0.15422590000000	0.01521563000000	0.78852000000000
4159	0.15543570000000	0.01533265000000	0.79490620000000
4160	0.15664680000000	0.01545004000000	0.80130190000000
4161	0.15785920000000	0.01556777000000	0.80770610000000
4162	0.15907250000000	0.01568583000000	0.81411780000000
4163	0.16028670000000	0.01580423000000	0.82053600000000
4164	0.16150140000000	0.01592293000000	0.82695970000000
4165	0.16271650000000	0.01604193000000	0.83338790000000
4166	0.16393180000000	0.01616121000000	0.83981940000000
4167	0.16514710000000	0.01628077000000	0.84625320000000
4168	0.16636200000000	0.01640058000000	0.85268820000000
4169	0.16757640000000	0.01652064000000	0.85912320000000
4170	0.16879010000000	0.01664093000000	0.86555730000000
4171	0.17000280000000	0.01676143000000	0.87198910000000
4172	0.17121430000000	0.01688213000000	0.87841760000000
4173	0.17242440000000	0.01700301000000	0.88484150000000
4174	0.17363270000000	0.01712406000000	0.89125970000000
4175	0.17483910000000	0.01724527000000	0.89767100000000
4176	0.17604330000000	0.01736661000000	0.90407400000000
4177	0.17724500000000	0.01748807000000	0.91046760000000
4178	0.17844400000000	0.01760964000000	0.91685050000000
